table_name,column_name,data_type,is_nullable,column_default,constraint_type,foreign_table,foreign_column
production_straps,date,date,NO,null,null,null,null
production_straps,shift,character varying,NO,null,null,null,null
production_straps,machine_id,uuid,YES,null,null,null,null
production_straps,operator_id,uuid,YES,null,null,null,null
production_straps,strap_type_id,uuid,YES,null,FOREIGN KEY,strap_types,id
production_straps,produced_length,numeric,NO,null,null,null,null
production_straps,produced_weight,numeric,NO,null,null,null,null
production_straps,notes,text,YES,null,null,null,null
production_straps,created_at,timestamp without time zone,YES,now(),null,null,null
production_straps,updated_at,timestamp without time zone,YES,now(),null,null,null
production_straps,defect_weight,numeric,YES,0,null,null,null
production_straps,calculated_weight,numeric,YES,null,null,null,null
production_straps,spec_name,character varying,YES,null,null,null,null
production_weaving,id,uuid,NO,gen_random_uuid(),PRIMARY KEY,null,null
production_weaving,created_at,timestamp with time zone,YES,now(),null,null,null
production_weaving,date,date,YES,CURRENT_DATE,null,null,null
production_weaving,shift,text,YES,null,null,null,null
production_weaving,roll_id,uuid,YES,null,FOREIGN KEY,weaving_rolls,id
production_weaving,operator_id,uuid,YES,null,FOREIGN KEY,employees,id
production_weaving,produced_length,numeric,YES,0,null,null,null
production_weaving,produced_weight,numeric,YES,0,null,null,null
production_weaving,notes,text,YES,null,null,null,null
production_weaving,warp_usage_kg,numeric,YES,null,null,null,null
production_weaving,weft_usage_kg,numeric,YES,null,null,null,null
products,id,uuid,NO,gen_random_uuid(),PRIMARY KEY,null,null
products,name,text,NO,null,null,null,null
products,type,text,NO,null,null,null,null
products,params,jsonb,YES,'{}'::jsonb,null,null,null
qc_journal,id,uuid,NO,gen_random_uuid(),PRIMARY KEY,null,null
qc_journal,doc_number,character varying,NO,null,UNIQUE,null,null
qc_journal,inspection_date,date,NO,null,null,null,null
qc_journal,inspection_time,time without time zone,NO,CURRENT_TIME,null,null,null
qc_journal,inspector_name,character varying,NO,null,null,null,null
qc_journal,product_code,character varying,NO,null,null,null,null
qc_journal,product_name,character varying,NO,null,null,null,null
qc_journal,product_type,character varying,YES,null,null,null,null
qc_journal,quantity_good,integer,NO,0,null,null,null
qc_journal,quantity_defect,integer,NO,0,null,null,null
qc_journal,defect_reason,text,YES,null,null,null,null
qc_journal,defect_category,character varying,YES,null,null,null,null
qc_journal,decision,character varying,YES,'Принято'::character varying,null,null,null
qc_journal,source_doc_number,character varying,YES,null,null,null,null
qc_journal,notes,text,YES,null,null,null,null
qc_journal,status,character varying,YES,'Активно'::character varying,null,null,null
qc_journal,created_at,timestamp without time zone,YES,now(),null,null,null
qc_journal,updated_at,timestamp without time zone,YES,now(),null,null,null
raw_materials,id,uuid,NO,gen_random_uuid(),PRIMARY KEY,null,null
raw_materials,name,text,NO,null,null,null,null
raw_materials,unit,text,YES,'kg'::text,null,null,null
raw_materials,min_stock,numeric,YES,0,null,null,null
raw_materials,type,text,YES,'Основное сырье'::text,null,null,null
raw_materials,supplier,text,YES,null,null,null,null
raw_materials,current_price,numeric,YES,0,null,null,null
sewing_operations,id,uuid,NO,uuid_generate_v4(),PRIMARY KEY,null,null
sewing_operations,code,text,NO,null,UNIQUE,null,null
sewing_operations,name,text,NO,null,null,null,null
sewing_operations,category,text,NO,null,null,null,null
sewing_operations,complexity,integer,YES,1,null,null,null
sewing_operations,time_norm_minutes,numeric,YES,0,null,null,null
sewing_operations,rate_kzt,numeric,YES,0,null,null,null
sewing_operations,description,text,YES,null,null,null,null
sewing_operations,status,text,YES,'Активно'::text,null,null,null
sewing_operations,created_at,timestamp without time zone,YES,CURRENT_TIMESTAMP,null,null,null
sewing_operations,updated_at,timestamp without time zone,YES,CURRENT_TIMESTAMP,null,null,null
sewing_specifications,id,uuid,NO,uuid_generate_v4(),PRIMARY KEY,null,null
sewing_specifications,sewing_operation_code,text,NO,null,UNIQUE,null,null
sewing_specifications,sewing_operation_code,text,NO,null,FOREIGN KEY,sewing_operations,code
sewing_specifications,cutting_part_code,text,NO,null,UNIQUE,null,null
sewing_specifications,cutting_part_name,text,NO,null,null,null,null
sewing_specifications,quantity,integer,NO,null,null,null,null
sewing_specifications,status,text,YES,'Активно'::text,null,null,null
sewing_specifications,created_at,timestamp without time zone,YES,CURRENT_TIMESTAMP,null,null,null
sewing_specifications,updated_at,timestamp without time zone,YES,CURRENT_TIMESTAMP,null,null,null
sewn_products_warehouse,id,uuid,NO,gen_random_uuid(),PRIMARY KEY,null,null
sewn_products_warehouse,doc_number,character varying,NO,null,UNIQUE,null,null
sewn_products_warehouse,operation_date,date,NO,null,null,null,null
sewn_products_warehouse,operation_time,time without time zone,NO,CURRENT_TIME,null,null,null
sewn_products_warehouse,operation_type,character varying,NO,null,null,null,null
sewn_products_warehouse,product_code,character varying,NO,null,null,null,null
sewn_products_warehouse,product_name,character varying,NO,null,null,null,null
sewn_products_warehouse,product_type,character varying,YES,null,null,null,null
sewn_products_warehouse,quantity,integer,NO,null,null,null,null
sewn_products_warehouse,source_doc_number,character varying,YES,null,null,null,null
sewn_products_warehouse,source_doc_type,character varying,YES,null,null,null,null
sewn_products_warehouse,employee_name,character varying,YES,null,null,null,null
sewn_products_warehouse,shift,character varying,YES,null,null,null,null
sewn_products_warehouse,notes,text,YES,null,null,null,null
sewn_products_warehouse,status,character varying,YES,'Активно'::character varying,null,null,null
sewn_products_warehouse,created_at,timestamp without time zone,YES,now(),null,null,null
sewn_products_warehouse,updated_at,timestamp without time zone,YES,now(),null,null,null
strap_types,id,uuid,NO,gen_random_uuid(),PRIMARY KEY,null,null
strap_types,created_at,timestamp with time zone,YES,now(),null,null,null
strap_types,code,text,NO,null,UNIQUE,null,null
strap_types,name,text,NO,null,null,null,null
strap_types,width_mm,numeric,NO,null,null,null,null
strap_types,color,text,YES,null,null,null,null
strap_types,standard_weight_g_m,numeric,YES,null,null,null,null
strap_types,description,text,YES,null,null,null,null
straps_warehouse,id,uuid,NO,gen_random_uuid(),PRIMARY KEY,null,null
straps_warehouse,roll_number,character varying,YES,null,UNIQUE,null,null
straps_warehouse,production_id,uuid,YES,null,FOREIGN KEY,production_straps,id
straps_warehouse,strap_type_id,uuid,YES,null,FOREIGN KEY,strap_types,id
straps_warehouse,produced_length,numeric,NO,null,null,null,null
straps_warehouse,produced_weight,numeric,NO,null,null,null,null
straps_warehouse,length,numeric,YES,null,null,null,null
straps_warehouse,weight,numeric,YES,null,null,null,null
straps_warehouse,status,character varying,YES,'available'::character varying,null,null,null
straps_warehouse,created_at,timestamp without time zone,YES,now(),null,null,null
straps_warehouse,updated_at,timestamp without time zone,YES,now(),null,null,null
straps_warehouse,spec_name,character varying,YES,null,null,null,null
strop_specifications,id,integer,NO,nextval('strop_specifications_id_seq'::regclass),PRIMARY KEY,null,null
strop_specifications,kod_almas,character varying,YES,null,null,null,null
strop_specifications,nazvanie,character varying,NO,null,UNIQUE,null,null
strop_specifications,shirina_mm,integer,NO,null,null,null,null
strop_specifications,plotnost_gr_mp,integer,NO,null,null,null,null
strop_specifications,tip,character varying,NO,'лента-тесьма'::character varying,null,null,null
strop_specifications,osnova_nit_type,character varying,NO,null,null,null,null
strop_specifications,osnova_denye,integer,YES,null,null,null,null
strop_specifications,osnova_shirina_niti_sm,numeric,YES,null,null,null,null
strop_specifications,osnova_kol_nitey,integer,YES,null,null,null,null
strop_specifications,osnova_kol_nitey_shpulyarnik,integer,YES,null,null,null,null
strop_specifications,osnova_ves_9m_gr,numeric,YES,null,null,null,null
strop_specifications,osnova_itogo_kg,numeric,YES,null,null,null,null
strop_specifications,utok_denye,integer,YES,900,null,null,null
strop_specifications,utok_vid_niti,character varying,YES,'МФН'::character varying,null,null,null
strop_specifications,utok_percent_v_1m,numeric,YES,null,null,null,null
strop_specifications,utok_kol_nitey_shpulyarnik,integer,YES,null,null,null,null
strop_specifications,utok_ves_9m_gr,numeric,YES,null,null,null,null
strop_specifications,utok_itogo_kg,numeric,YES,null,null,null,null
strop_specifications,math_plotnost_gr_m2,numeric,YES,null,null,null,null
strop_specifications,razryv_po_osnove,numeric,YES,null,null,null,null
strop_specifications,elastichnost_po_osnove,character varying,YES,null,null,null,null
strop_specifications,ves_1_pogonnogo_m_gr,numeric,YES,null,null,null,null
strop_specifications,shirina_v_razvorote_mm,integer,YES,null,null,null,null
strop_specifications,udelny_ves_m,numeric,YES,null,null,null,null
strop_specifications,percent_othodov,numeric,YES,null,null,null,null
strop_specifications,perevod_gr_na_kg,numeric,YES,null,null,null,null
strop_specifications,is_fully_purchased,boolean,YES,false,null,null,null
strop_specifications,receptura_itogo_kg,numeric,YES,null,null,null,null
strop_specifications,receptura_pp_kg,numeric,YES,null,null,null,null
strop_specifications,receptura_karbonat_kg,numeric,YES,null,null,null,null
strop_specifications,receptura_uf_kg,numeric,YES,null,null,null,null
strop_specifications,receptura_krasitel_kg,numeric,YES,null,null,null,null
strop_specifications,mfn_rashod_kg,numeric,YES,null,null,null,null
strop_specifications,is_active,boolean,YES,true,null,null,null
strop_specifications,created_at,timestamp without time zone,YES,CURRENT_TIMESTAMP,null,null,null
strop_specifications,updated_at,timestamp without time zone,YES,CURRENT_TIMESTAMP,null,null,null
tkan_specifications,id,integer,NO,nextval('tkan_specifications_id_seq'::regclass),PRIMARY KEY,null,null
tkan_specifications,kod_tkani,character varying,YES,null,null,null,null
tkan_specifications,nazvanie_tkani,character varying,NO,null,null,null,null
tkan_specifications,shirina_polotna_sm,integer,NO,null,null,null,null
tkan_specifications,plotnost_polotna_gr_m2,integer,NO,null,null,null,null
tkan_specifications,tip,character varying,NO,null,null,null,null
tkan_specifications,osobennosti_polotna,character varying,YES,null,null,null,null
tkan_specifications,osnova_denye,integer,YES,null,null,null,null
tkan_specifications,osnova_shirina_niti_sm,numeric,YES,null,null,null,null
tkan_specifications,osnova_plotnost_na_10sm,integer,YES,null,null,null,null
tkan_specifications,utok_denye,integer,YES,null,null,null,null
tkan_specifications,utok_shirina_niti_sm,numeric,YES,null,null,null,null
tkan_specifications,utok_plotnost_na_10sm,integer,YES,null,null,null,null
tkan_specifications,math_plotnost_gr_m2,numeric,YES,null,null,null,null
tkan_specifications,razryv_po_osnove_kg_s,numeric,YES,null,null,null,null
tkan_specifications,elastichnost_po_osnove,character varying,YES,null,null,null,null
tkan_specifications,razryv_po_utku_kg_s,numeric,YES,null,null,null,null
tkan_specifications,elastichnost_po_utku,character varying,YES,null,null,null,null
tkan_specifications,ves_1_pogonnogo_m_gr,numeric,YES,null,null,null,null
tkan_specifications,shirina_v_razvorote_mm,integer,YES,null,null,null,null
tkan_specifications,shirina_v_razvorote_m,numeric,YES,null,null,null,null
tkan_specifications,udelny_ves_m,numeric,YES,null,null,null,null
tkan_specifications,percent_othodov,numeric,YES,null,null,null,null
tkan_specifications,perevod_gr_na_kg,numeric,YES,null,null,null,null
tkan_specifications,osnova_kol_nitey_shpulyarnik,integer,YES,null,null,null,null
tkan_specifications,osnova_ves_9m_gr,numeric,YES,null,null,null,null
tkan_specifications,osnova_itogo_kg,numeric,YES,null,null,null,null
tkan_specifications,utok_kol_nitey_shpulyarnik,integer,YES,null,null,null,null
tkan_specifications,utok_ves_9m_gr,numeric,YES,null,null,null,null
tkan_specifications,utok_itogo_kg,numeric,YES,null,null,null,null
tkan_specifications,receptura_itogo_percent,numeric,YES,null,null,null,null
tkan_specifications,receptura_pp_kg,numeric,YES,null,null,null,null
tkan_specifications,receptura_karbonat_kg,numeric,YES,null,null,null,null
tkan_specifications,receptura_uf_stabilizator_kg,numeric,YES,null,null,null,null
tkan_specifications,receptura_krasitel_kg,numeric,YES,null,null,null,null
tkan_specifications,created_at,timestamp without time zone,YES,CURRENT_TIMESTAMP,null,null,null
tkan_specifications,updated_at,timestamp without time zone,YES,CURRENT_TIMESTAMP,null,null,null
tkan_specifications,is_colored,boolean,YES,false,null,null,null
tkan_specifications,color_name,character varying,YES,null,null,null,null
user_profiles,id,uuid,NO,null,PRIMARY KEY,null,null
user_profiles,id,uuid,NO,null,FOREIGN KEY,null,null
user_profiles,employee_id,uuid,YES,null,FOREIGN KEY,employees,id
user_profiles,role,character varying,NO,'operator'::character varying,null,null,null
user_profiles,is_active,boolean,YES,true,null,null,null
user_profiles,created_at,timestamp without time zone,YES,now(),null,null,null
user_profiles,updated_at,timestamp without time zone,YES,now(),null,null,null
weaving_rolls,id,uuid,NO,gen_random_uuid(),PRIMARY KEY,null,null
weaving_rolls,created_at,timestamp with time zone,YES,now(),null,null,null
weaving_rolls,roll_number,text,NO,null,UNIQUE,null,null
weaving_rolls,loom_id,uuid,YES,null,FOREIGN KEY,equipment,id
weaving_rolls,fabric_spec_id,bigint,YES,null,FOREIGN KEY,tkan_specifications,id
weaving_rolls,status,text,YES,'active'::text,null,null,null
weaving_rolls,total_length,numeric,YES,0,null,null,null
weaving_rolls,total_weight,numeric,YES,0,null,null,null
weaving_rolls,warp_batch_id,uuid,YES,null,FOREIGN KEY,yarn_inventory,id
weaving_rolls,weft_batch_id,uuid,YES,null,FOREIGN KEY,yarn_inventory,id
weaving_rolls,updated_at,timestamp with time zone,YES,now(),null,null,null
yarn_inventory,id,uuid,NO,gen_random_uuid(),PRIMARY KEY,null,null
yarn_inventory,yarn_type_id,uuid,YES,null,UNIQUE,null,null
yarn_inventory,yarn_type_id,uuid,YES,null,FOREIGN KEY,yarn_types,id
yarn_inventory,batch_number,text,NO,null,UNIQUE,null,null
yarn_inventory,quantity_kg,numeric,YES,0,null,null,null
yarn_inventory,bobbin_count,integer,YES,0,null,null,null
yarn_inventory,location,text,YES,'Склад 1'::text,null,null,null
yarn_inventory,last_updated,timestamp with time zone,YES,now(),null,null,null
yarn_inventory,yarn_denier,integer,YES,null,null,null,null
yarn_inventory,yarn_code,character varying,YES,null,null,null,null
yarn_inventory,yarn_name,character varying,YES,null,null,null,null
yarn_inventory,name,text,YES,null,null,null,null
yarn_inventory,quantity,numeric,YES,0,null,null,null
yarn_inventory,color,text,YES,null,null,null,null
yarn_inventory,denier,integer,YES,null,null,null,null
yarn_inventory,width_mm,numeric,YES,null,null,null,null
yarn_types,id,uuid,NO,gen_random_uuid(),PRIMARY KEY,null,null
yarn_types,name,text,NO,null,null,null,null
yarn_types,sku,text,YES,null,UNIQUE,null,null
yarn_types,denier,integer,NO,null,null,null,null
yarn_types,color,text,YES,null,null,null,null
yarn_types,standard_weight,numeric,YES,null,null,null,null
yarn_types,created_at,timestamp with time zone,YES,now(),null,null,null